ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Source,Analyzed_Text,Original_Orthography,Translation_Other,Type
ex1123,trio1238,serë w-ene-po ëë-ja.,.,3.INAN.PROX	1.A-see-CAUS:PRS.PFV	2-DAT,I showed you that.,,,,meira-1999,,,,
ex1124,trio1238,ji-pawana wi-pakore-ntë-e.,.,1-friend	1.A-house-BEN.VBLZ:PRS.IPFV-CTY,I am (going to) give my friend a house.,,,,meira-1999,,,,
ex1125,trio1238,ji-nmuku m-erahtë-po wïja.,.,1-son	1.A-find-CAUS	1:CAUSEE,You made me find my son.,,,,meira-1999,,,,
ex1126,trio1238,j-ekï wï-pï-po-e manko_ja.,.,1-pet:POSS	1.A-bathe-CAUS:PRS.IPFV-CTY	1:mother_CAUSEE,I am making my mother bathe my pet.,,,,meira-1999,,,,
ex1127,band1340,na-sen-e si-rálam Ø-aare axu,.,SBJ.3SG-give-TAM	CL4-money	CL1-woman	CL1.DEM.ANAPH,He gave money to the woman.,,,,bassene-2010,,,,
ex1128,band1340,na-sen-il-ol-sen,.,SBJ.3s-give-OBJ.3p-OBJ.3s-give,He gave him to them.,,,,bassene-2010,,,,
ex1129,band1340,fu-mangu fi-sen-i a-ɲɲil axu,.,CL7-mango	CL7-give-PASS	CL1-child	CL1.DEM.ANAPH,A mango has been given to the child.,,,,bassene-2010,,,,
ex1130,band1340,*a-ɲɲil axu na-sen-i fu-mangu,.,CL1-child	CL1.DEM.ANAPH	SBJ.3s-give-PASS	CL7-mango,The child was given a mango.,,,,bassene-2010,,,,
ex1131,band1340,Ø-aare axu na-sen-oro-e fu-mangu,.,CL1-woman	CL1.DEM.ANAPH	SBJ.3s-give-REFL-TAM	CL7-mango,The woman gave a mango to herself.,,,,bassene-2010,,,,
ex1132,band1340,Ø-aare axu na-sen-e fu-go-ol Ø-áine axu,.,CL1-woman	CL1.DEM.ANAPH	SBJ.3s-give-TAM	CL7-head-POSS.3s	CL1-man	CL1.DEM.ANAPH,The woman gave herself to the man. (lit. The woman gave her head to the man.),,,,bassene-2010,,,,
ex1133,band1340,gu-boɲ-or-boɲ-or si-letar,.,SBJ.3p-send-RECP-send-RECP	CL4-letter,They sent letters to each other.,,,,bassene-2010,,,,
ex1134,band1340,gu-mulakken-or-mulakken-or ni a-ffan e-súk,.,SBJ.3p-denounce-RECP-denounce-RECP	at	CL1-old	CL3-village,They gave each other to the chief of the village.,,,,bassene-2010,,,,
ex1135,band1340,fu-mangu fafu f-o Ø-aare axu a-sen-me a-ɲɲil axu,.,CL7-mango	CL7.DEM.ANAPH	CL7-REL	CL1-woman	CL1.DEM.ANAPH	SBJ.3s-give-DEP	CL1-child	CL1.DEM.ANAPH,The mango that the woman gave to the child.,,,,bassene-2010,,,,
ex1136,band1340,a-ɲɲil axu Ø-o a-aare axu a-sen-me fu-mangu fafu,.,CL1-child	CL1.DEM.ANAPH	CL1-REL	CL1-woman	CL1.DEM.ANAPH	SBJ.3s-give-DEP	CL7-mango	CL7.DEM.ANAPH,The child to whom the woman gave the mango.,,,,bassene-2010,,,,
ex1137,band1340,na-sen-e su-júr-ol Ø-áine axumu,.,SBJ.3s-give-TAM	CL4-daughter-POSS.3s	CL1-man	CL1.DEM.DIST,He gave his daughters to this man.,,,,bassene-2010,,,,
ex1138,band1340,ni-sen-i-ol,.,SBJ.1s-give-OBJ.2s-OBJ.3s,I gave him to you.,,,,bassene-2010,,,,
ex1139,band1340,*na-sen-ol-om,.,SBJ.3s-give-OBJ.3s-OBJ.1s,He gave me to him.,,,,bassene-2010,,,,
ex1140,band1340,bu-nux babu Atejo na-sen-bo u-aɲ-a-aw,.,CL5-wine	CL5.DEM.ANAPH	Atejo	SBJ.3s-give-OBJ.CL5	CL6-farm-AG-DEF,"The wine, Atejo gave it to the farmers.",,,,bassene-2010,,,,
ex1141,band1340,u-aɲ-a-aw Atejo na-sen-il bu-nux babu,.,CL6-farm-AG-DEF	Atejo	SBJ.3s-give-OBJ.3p	CL5-wine	CL5.DEM.ANAPH,"The farmers, Atejo gave them the wine.",,,,bassene-2010,,,,
ex1142,band1340,Atejo na-teg-ol,.,Atejo	SBJ.3s-bit-OBJ.3s,Atejo bit him.,,,,bassene-2010,,,,
ex1143,crow1244,Larry-sh bálaa-m Billy-sh kuú-k,.,Larry-DET	money-DET	Beilly-DET	give-DECL,Larry gave Billy some money.,,,,graczyk-olph-2007,,,,
ex1144,crow1244,baa-m dii-waa-chiweé-w-ii-k.,.,INDF-DET	2.B-1.A-tell-1.A-will-DECL,I’ll tell you something.,,,,graczyk-olph-2007,,,,
ex1145,crow1244,bishkaxchía iisé áxxit-ak íiwaa-(a-)latchi-lak.,.,dog.brush	his.face	stick.in-SS	sry-(CONT-)continue-DS,"He stuck his face into the dog brush, he kept crying.",,,,graczyk-olph-2007,,,,
ex1146,crow1244,Hinne baa-lii-waa-chiwaá-u xaxúa dís-bilaxpaake chiwaá-h.,.,this	INDF-2.B-1.A-tell-PL	all	3.POSS,Tell all these things we have told you to your people.,,,,graczyk-olph-2007,,,,
ex1147,crow1244,bii-láa-lichi-k,.,1.B-2.A-hit-DECL,You hit me.,,,,graczyk-olph-2007,,,,
ex1148,crow1244,John iichíili-m makóo-sh sapéen ataalí-?,.,John	horse-DET	1.B-give-DET	who	steal-Q,Who stole the horse John gave me?,,,illustrates T-relativization in a headed RC,graczyk-olph-2007,,,,
ex1149,crow1244,sáap-balee-lia-la-hche-wia-laa-?,.,what-1.B.PL-do-2.A-CAUS-want-2.A-Q,What do you want to have us do?,,,,graczyk-olph-2007,,,,
ex1150,crow1244,ichíhchishiia dútt-ak dástaa-(a)k díhch-apis-aala-h,.,root	get-SS	chew-SS	2-REFL-rub.on-PL-IMP,"Get some roots, chew them, and rub them on yourselves.",,,,graczyk-olph-2007,,,,
ex1151,crow1244,húu-laa bii-híi-m ee-wa-k(u)-biá-waa-ht.,.,come-SS	1.B-reach-DS	food-1.A-give-want.to-1.A-although,"He came, he reached me, and although I wanted to give him food.",,,"P incorporation, but also T incorporation",graczyk-olph-2007,,,,
ex1152,crow1244,is-bikkáa-u [bálee pilak]-iiwaaíaschil-uu-k.,.,3.POSS-hay-PL	[money	ten]-sell-PL-DECL,They sold their hay for ten dollars.,,,,graczyk-olph-2007,,,,
ex1153,crow1244,Dakkoótee Apsáalooke [isaashk-úua haw]-ataal-úu-m.,.,Sioux	Crow	[their.horse-PL	some]-steal-PL-DS,The Sioux stole some of the Crow’s horses.,,,,graczyk-olph-2007,,,,
ex1154,crow1244,Bilaxpáakee-m dí-ss[-baa-kaan]-nak kuu-a-kuú-h.,.,person-DET	2.B-GOAL[-INDF-ask.for]-COND	give-CONT-give-IMO,"If a person asks for something from you, give it to him!",,,baa seems to replace the T,graczyk-olph-2007,,,,
ex1155,crow1244,basshíali-lak ammaaan-nía-sh ítt-uu-htaa it itchía-lichi-ssaa-(a)k haa-(a)k [baa-óoli]-hk-uu-k.,.,dreams-and	REL-do-DET	good-PL-although	still	strong-APPROX-NEG-SS	say-SS	[INDF-wait.for]-CAUS-PL-DECL,"Although his dreams and his deeds were good, they were still not powerful enough, they said, they made him wait.",,,baa replaces the base object of a causative (=P/T) (‘made him wait smth’.),graczyk-olph-2007,,,,
ex1156,crow1244,Hinne káalee-sh isbaapíte baláxxii-kaashi-m-nak alúut-kaas-uu-m-nak día-(a)-kuu-ak.,.,this	old.woman-DET	her.grandchild	bow-real-DET-and	arrow-real-PL-DET-and	make-(CONT)-give-SS,This old woman made a bow and some arrows for her grandchild.,,,kuú GIVE can also be used as a benefactive applicative marker (suffix),graczyk-olph-2007,,,,
ex1157,crow1244,Hinne b-asooké baatachxaxúa b-ittách bii-lía-hkaa-(a)k,.,this	1.POSS-younger.sister	everything	1-alone	1.B-do-CAUS-SS,This sister of mine makes me do everything by myself.,,,,graczyk-olph-2007,,,,
ex1158,nort2966,ša dače nam mul mo:w ma:dal hóh khémna,.,fish	catch	SPEC	DEM	3SG.M.A	3SG.F.P	give	FUT,He will give her a fish he caught.,,,,oconnor-19921987,,,,
ex1159,nort2966,balaw to: ho-m,.,part	1SG.P	give(lengthy.obj)-IMP,Give me part!,,,,oconnor-19921987,,,,
ex1160,nort2966,dakosaʔ-nam-yačuʔ man mul dode,.,young.man-SPEC-OBL	3SG.F.A	DEM	make,She made it for the young man.,,,,oconnor-19921987,,,,
ex1161,nort2966,k’aye khe mo:w maʔa dode,.,self	for	3SG.M.A	food	make,He made himself dinner.,,,Beneficiary is introduced by the postposition khe ‘for’,oconnor-19921987,,,,
ex1162,nort2966,to phik’a dika-ya-nam tiyiš na,.,1SG.P	basket	give-PASS-SPEC	ugly	COP,The basket given to me is ugly.,,,the passive is further nominalized,oconnor-19921987,,,,
ex1163,nort2966,khe kučiya ʔa: k’ohum haʔak-da (mul) maxa-y-ʔa-na-y,.,my	knife	1.ACC	roots	cut-LOC	DEM	steal-PFV-PASS-COP-PFV,My knife that I cut roots with was stolen.,,,relativization of the instrumental oblique,oconnor-19921987,,,,
ex1164,nort2966,mo:w kaweyo ma-phaneʔ bila-y mul-yaʔ mo:wal maba:če,.,3SG.M.A	horse	NCBR’s-daughter.OBL	buy-PFV	DEM-A	3SG.M.P	kick,The horse he bought for his daughter kicked him.,,,relativization of T in a benefactive construction,oconnor-19921987,,,,
ex1165,nort2966,dika-ta,.,give-DIST,Give multiple things. / Multiple giving.,,,,oconnor-19921987,,,,
ex1166,nort2966,phow ma:dal ṭhoʔonam maʔa-ka,.,3PL.A	3SG.F.P	acornmush	eat-CAUS,They let her eat the acorn mush.,,,,oconnor-19921987,,,,
ex1167,kamb1299,Na-wua-ngga na njara.,.,3SG.NOM-give.to-1SG.DAT	ART	horse,He gives me the horse.,,,,klamer-1998,,,,
ex1168,kamb1299,Na-wua-yaj [na njara]j.,.,3SG.NOM-give-3SG.ACC	[ART	horse],He gives the horse (away).,,,,klamer-1998,,,,
ex1169,kamb1299,(I Ama) na-kei-ngga-nya.,.,(ART	father)	3SG.NOM-buy-1SG.DAT-3SG.DAT,Father buys it for me.,,,,klamer-1998,,,,
ex1170,kamb1299,Rupu-nggunya-ka [ana manu] nyuna.,.,kill.chicken-1SG.CONT-PFV	[DIM	chicken]NP.d.OBJ	heNPi.OBJ,I killed a chicken for him. (i.e. I prepared a chicken for him to eat.),,,,klamer-1998,,,,
ex1171,kamb1299,(Na tau wútu) na-palu-ka (nyungga).,.,(ART	person	be.fat)	3SG.NOM-hit-1SG.ACC	(I),The big man hit me.,,,,klamer-1998,,,,
ex1172,kamb1299,Nggiki hi u-pa.taru-ka?,.,why	CNJ	2SG.NOM-CAUS.watch-1SG.ACC,Why do you make me watch (it)?,,,,klamer-1998,,,,
ex1173,kamb1299,Ku-pa.ita.ng wiki-nggu.,.,1SG.NOM-CAUS.see.ng	self-1SG.GEN,I showed/revealed myself.,,,,klamer-1998,,,,
ex1174,kamb1299,Na-plu-nyak ahuj.,.,3SG.NOM-hit.for-3SG.DAT	dog,She kills a dog for himk.,,,,klamer-1998,,,,
ex1175,kamb1299,Da-kawàra pa.ngàndi.ng hurat.,.,3PL.NOM-both	CAUS.take.ng	letter,They send each other letters. (lit. They both send (someone) letters.),,,note that there is a collective adverb ‘both’ in this example,klamer-1998,,,,
ex1176,kamb1299,Na nggula [na pa-pa.ngàndi-nggu-nggau]s.,.,ART	sugar	[ART	OBJ.REL-CAUS.take.to-1SG.GEN-2SG.DAT],The sugar that I sent (to) you.,,,Relativization of T,klamer-1998,,,,
ex1177,kamb1299,Da tau [da pa-wua-nggu ndui]s.,.,ART	person	[ART	OBJ.REL-give-1SG.GEN	money],The people that I gave money to.,,,Relativization of R,klamer-1998,,,,
ex1178,kamb1299,Da makaweda [da pa-ngàndi-nggu na nggula]s.,.,ART	old.woman	[ART	OBJ.REL-take.to-1SG.GEN	ART	sugar],The old ladies whom I brought the sugar.,,,"In case of T relativization, R apparently may be indexed on the verbs (as in a finite clause), but T cannot be marked on the verb if R is relativized (even when definite.",klamer-1998,,,,
ex1179,kamb1299,?Na-wua-ngga-nya na njara.,.,3SG.NOM-give.to-1SG.DAT-3SG.DAT	ART	horse,He gives me the horse.,,,,klamer-1998,,,,
ex1180,kamb1299,Na-wua-ngga.,.,3SG.NOM-give-1SG.DAT,He gives (it) to me. / He gives me (to someone).,,,"Note that T here is still marked by the dative clitic. In other words, the underlying verb is applicative, not a simple monotransitive.",klamer-1998,,,,
ex1181,hupa1239,'a:k'iwilaw xo-wa:-Ø-n-e-'a:n,.,book	3.A.O-to-3.I.A.O-PFV-1SG.S-move:1,I gave him a book.,,,,campbell-2010,,,,
ex1182,hupa1239,'a:k'iwilaw xo-ch'ing Ø-n-e-'a:n,.,book	3.A.O-to	3.I.A.O-PFV-1SG.S-move:1,I brought a book to him.,,,addressee applicative,campbell-2010,,,,
ex1183,hupa1239,Lindsey-ch'ing 'a:k'iwilaw n-e-'a:n,.,Lindsey-to	book	PFV-1SG.S-move:1,I brought a book to Lindsey.,,,,campbell-2010,,,,
ex1184,hupa1239,mije’e:din ni-wa:-xo-n-e-ł-te:n,.,child	2SG.O-PVB-3.A.O-PFV-1SG.S-THM-move:4,I handed you my child.,,,,campbell-2010,,,,
ex1185,hupa1239,xo-wa-’-ning-’a:n,.,3.A.O-PVB-3.A.S-PFV-move:1,He gave it to someone (person).,,,,campbell-2010,,,,
ex1186,hupa1239,mije'e:din ni-wa:-xo-wi-l-te:n,.,child	2SG.O-PVB-3.A.O-PASS-THM-move:4,The child was handed to you.,,,,campbell-2010,,,,
ex1187,hupa1239,(31a),.,,,,,,campbell-2010,,,,
ex1188,hupa1239,(31b),.,,,,,,campbell-2010,,,,
ex1189,hupa1239,ahdi-wa:-n-e-'a:n,.,REFL-PVB-PFV-1SG.SBJ-move:1,I gave it to myself.,,,,campbell-2010,,,,
ex1190,hupa1239,ø-wa-’-ning-’a:n,.,3.INAN.OBJ-PVB-3.AN.SBJ-PFV-move:1,"he gave it to someone (child, elder, or animal)",,,,campbell-2010,,,,
ex1191,hupa1239,'e'ilwilmiɬ xw-e:-na-'-k'e-'i-tɬ’o:wh tɬ'ohkya',.,when.evening.comes	3.A.O-onto-THM-3SG.S-3.I.O-cust-tie	grass.dress,"That evening, she puts the bark dress on her.",,,directional applicative,campbell-2010,,,,
ex1192,nort2966,mo:w hayu-nam kane,.,3SG.M.A	dog-SPEC.P	bite,He bit the dog.,,,,oconnor-19921987,,,,
ex1193,nort2966,hayu-nam-yaʔ mo:w-al kane,.,dog-SPEC-A	3SG.M-P	bite,The dog bit him.,,,,oconnor-19921987,,,,
ex1194,yura1255,a-mumuy pa-n-kaya-shti.,.,3SG.POSS-all	2SG-IO-give-FUT:1SG.SBJ,I will give it all to you (PL).,,,,gijn-2006,,,,
ex1195,yura1255,mi-m-bache-ni,.,2SG-IO-leave.CAUS-INTL:1SG.SBJ,I am going to send it to you.,,,,gijn-2006,,,,
ex1196,yura1255,latijsha tëtë-pshë ti-ja-n-wita-m ti-nñu ku-ta-Ø=ya,.,then	what-entity	1SG-3SG-IO-arrive-2SG.SBJ	1SG-child	3SG.CO-say-3=NVR,"Then she said: ‘What did you bring me, my son?’",,,,gijn-2006,,,,
ex1197,yura1255,ti-n-tëptë-Ø ti-bëshë,.,1SG-IO-wash-3	1SG-entity,She washed my clothes for me.,,,Benefactive Applicative,gijn-2006,,,,
ex1198,yura1255,ti-la-mi-m,.,1SG-AFO-take-2SG.SBJ,You took it from me.,,,Malefactive Applicative,gijn-2006,,,,
ex1199,yura1255,ti-ja-la-n-dyalala,.,1SG-3SG-AFO-IMP.SG-spit,Spit at him for me.,,,"Interestingly, an (intransitive) verb can take both benefactive and malefactive applicative, resulting in a doubly derived ditransitive.",gijn-2006,,,,
ex1200,yura1255,ti-bobo-m,.,1SG-hit/kill-2SG.SBJ,You hit me.,,,,gijn-2006,,,,
ex1201,chal1275,kəm-yāwəl-lə hadiyɒ.,.,PST-he.give-OBJ.3SG.M	present,He gave him a present.,,,,ch001coghilltv,,,,
ex1202,chal1275,kəm-yāwəl-lə ta ʔaxone pārə.,.,PST-he.give-R.3SG.M	to/DEF.OBJ	brother:his	money(PL),He gave his brother some money.,,,"R flagged, indexed",ch001coghilltv,,,,
ex1203,chal1275,wəl-lə pārə ta xa-məskenɒ.,.,gave-he	money	to	a.certain-poor.person,He gave money to a (certain) poor person.,,,(qṭəl-),ch001coghilltv,,,,
ex1204,chal1275,kəm-yāwəl-lə ta məskenɒ.,.,PST-he.give-OBJ.3SG.M	to	poor.person,He gave it to a poor person.,,,,ch001coghilltv,,,,
ex1205,chal1275,kəm-yāwəl-li ṭāl-e.,.,PST-he.give-T.1SG	to-3SG.M,He gave me to him (in marriage).,,,,ch001coghilltv,,,,
ex1206,chal1275,kəm-yāwə́l-lux-ila.,.,PST-he.give-R.2SG.M-T.3PL,He gave them to you (ms).,,,,ch001coghilltv,,,,
ex1207,chal1275,b-qaṭl-i-lux,.,FUT-they.kill-?-R.2SG.M,they will kill you,,,,ch001coghilltv,,,,
ex1208,chal1275,b-qāṭəl-lə ta gorɒ.,.,FUT-he.kill-P.3SG.M	DEF.OBJ	man,He will kill the man.,,,P flagged and indexed,ch001coghilltv,,,,
ex1209,chal1275,b-qāṭəl gorɒ.,.,FUT-he.kill	man,He will kill a man.,,,P not flagged or indexed,ch001coghilltv,,,,
ex1210,chal1275,wil-ā-lə ta malkɒ.,.,gave-OBJ.3SG.F-he	to	king,He gave her to a/the king.,,,,ch001coghilltv,,,,
ex1211,chal1275,ʔiwən biwā́l-ax-ilə.,.,I.M.am	giving-R.2SG.F-T.3SG.M,I am giving him to you.,,,,ch001coghilltv,,,,
ex1212,mian1256,nē naka=e éil=o om-ûb'-a-n-i=be,.,I	man=SG.M	pig=SG.F	3SG.F.OBJ-give.PFV-3SG.M.R.PFV-REAL-1SG.SBJ=DECL,I gave the sow to the man.,,,,fedden-2010,,,,
ex1213,mian1256,ī blatik=o dol-ka-ye-bina-b-io=be,.,they	plastic_bag=N	PL.F.OBJ-give.IPFV-PL.AN.R.IPFV-AUX.HAB-IPFV-2/3PL.AN.SBJ=DECL,They (habitually) give (a few) vomit bags to us (i.e. on the missionary plane).,,,,fedden-2010,,,,
ex1214,mian1256,monî=o om-Ø^-wen-s-e=a yē dê'-n-o=be,.,money=N	3SG.F.OBJ-give.PFV-3SG.F.R.PFV-DS.SEQ-3SG.M.SBJ=MED	there	refuse.PFV-REAL-3SG.F.SBJ=DECL,"He gave her (a coin/bill of) money, (but) there she refused (it).",,,,fedden-2010,,,,
ex1215,mian1256,naka=e dob-suana-^b'-o-n-ebo=be,.,man=SG.M	3SG.M.OBJ-hate.PFV-give.PFV-3SG.F.R.PFV-REAL-2SG.SBJ=DECL,You hate the man for her (sake).,,,,fedden-2010,,,,
ex1216,mian1256,yōle éil=e a-nâ-s-ib=e,.,well	pig=SG.M	3SG.M.OBJ-kill.PFV-REM.PST-2/3PL.AN.SBJ=Q,"Well, did they kill the pig?",,,,fedden-2010,,,,
ex1217,mian1256,amisaal=o dou-n-e=be,.,door=N	close-REAL-3SG.M.SBJ=DECL,He closed the door.,,,,fedden-2010,,,,
ex1218,mian1256,[buk=o om-ûb'-a-n-amab-i] naka=e,.,[book=N	3SG.F.OBJ-give.PFV-3SG.M.R.PFV-AUX.PFV-IRR.INAN.PL.SBJ-1SG.SBJ]RelCl	man=SG.M,the man to whom I will give the book,,,,fedden-2010,,,,
ex1219,mian1256,[naka=e om-ub ̑-a-n-amab-i] buk=o,.,[man=SG.M	3SG.F.OBJ-give.PFV-3SG.M.R.PFV-AUX.PFV-IRR.INAN.PL.SBJ-1SG.SBJ]RelCl	book=N,the book that I will give to the man,,,,fedden-2010,,,,
ex1220,yura1255,ta-poybolo lëtëmë a-mujumuju=y dula-ta-ø,.,1PL-village	jungle	3SG.POSS-middle=LOC	do;make-MID-3,Our village is made in the middle of the jungle.,,,"a middle voice suffix -tA, which might perform an anticausative-like function",gijn-2006,,,,
ex1221,yura1255,am=chi bali-ø=w yee=w a-tëptë-ø=w=ja,.,Q=DIR	go.PL-3=PL	woman=PL	INC-wash-3=PL=SS,Where did the women that were washing go?,,,subject relative,gijn-2006,,,,
ex1222,yura1255,bëjta-y mi-sibë pinta-ta-ø=ti,.,see-1SG.SBJ	2SG-house	paint-MID-3=DS,I see your painted house.,,,object relative,gijn-2006,,,,
ex1223,yura1255,ama=ti na shunñe ti-tib chajmu ka-m-bachi=ti,.,Q=LOC	DEM	man	1SG-pet	dog	3SG-IO-send:1SG.SBJ=DS,Where is the man to whom I sent my dog?,,,Relativization of R,gijn-2006,,,,
ex1224,yura1255,chërë-të-y,.,pinch-MID-1SG.SBJ,I pinch myself.,,,monotransitive,gijn-2006,,,,
ex1225,yura1255,buyusa-ta-ø=w,.,kiss-MID-3=PL,They kiss each other.,,,monotransitive,gijn-2006,,,,
ex1226,yura1255,ti-ma-n-kaya-ma,.,1SG-3PL-IO-give-IMP.SG,Give them to me.,,,pronominal T,gijn-2006,,,,
ex1227,yura1255,ka-n-chaya-ø=ya,.,3SG-IO-feed-3=NVR,She gave him food.,,,,gijn-2006,,,,
ex1228,yura1255,ti-n-kama-ø,.,1SG-IO-call-3,He is calling me.,,,,gijn-2006,,,,
ex1229,acat1239,mà-ʃn-éʔ bùhká,.,FUT-give-3SG.G>1SG.DAT	money,She will give me money.,,,,wichmann-2010,,,,
ex1230,acat1239,ma-mbày-éʔ mba gùʔwa,.,FUT-sell-3SG.G>1SG.DAT	a	house,She will sell me a house.,,,,wichmann-2010,,,,
ex1231,acat1239,ni-ʦahm-y-ų̆ aʔgù hwą́,.,PFV-show-AN-1SG.PEG>3SG.N	woman	Juan,I showed Juan to the woman.,,,,wichmann-2010,,,,
ex1232,acat1239,ma-ʃn-y-ȗ aʔd-y-oʔ hwą́,.,FUT-give-AN-1SG.PEG>3SG.G	son/daughter-CLF-1SG.POSS	Juan,I will give my daughter to Juan (in marriage).,,,,wichmann-2010,,,,
ex1233,acat1239,ni-ʃiáh-ų̀ʔ mba iyìʔ in-ȗ ʤah-òʔ,.,PFV-send-1SG.PEG	a	paper	face-3N.POSS	elder.sibling-1SG.POSS,I sent a letter to my sister.,,,,wichmann-2010,,,,
ex1234,acat1239,ma-ʔka káy-òʔ bùhká pa ruʔd-ŭʔ,.,FUT-go.1SG	carry1-1SG.DAT	money	for	mother-1SG.POSS,I will bring money for my mother.,,,1 the meaning is inferred; this form does not occur outside the construction with ‘go’.,wichmann-2010,,,,
ex1235,acat1239,ma-ʔʦí gòʔ-oʔ,.,FUT-buy.3SG.G.ERG	house-1SG.POSS,She will buy me a house.,,,,wichmann-2010,,,,
ex1236,acat1239,ni-guhpràʔ-á,.,PFV-kick-3SG.G>3SG.ABS,She kicked him.,,,,wichmann-2010,,,,
ex1237,acat1239,ni-raʔn-ú,.,PFV-meet-3SG.G.PEG>3SG,She met him.,,,,wichmann-2010,,,,
ex1238,acat1239,mà-ʃn-y-ú nenʤ-òʔ,.,FUT-give-AN-3SG.G.PEG>3SG	AUX-1SG.DAT,She will give me to him.,,,,wichmann-2010,,,,
ex1239,acat1239,ma-mbày-ó nenʤ-òʔ,.,FUT-sell(AN)-3SG.G.PEG>3SG	AUX-1SG.DAT,She will sell me to him.,,,,wichmann-2010,,,,
ex1240,acat1239,nì-ʃné,.,PFV-give.3SG.G.ERG,She gave it.,,,,wichmann-2010,,,,
ex1241,acat1239,ă dȃmă wì-ʔt-ųʔ,.,yes	PART	PFV.RES-say-1SG.DAT,"Yes, I’ve already been told.",,,,wichmann-2010,,,,
ex1242,acat1239,dudî di ni-ʃn-û Marìa adà nì-ʔga,.,avocado	REL.INAN	PFV-give-3SG.PEG.N>3SG	María	boy	PFV-rot,The avocado that María gave the boy (was) rotten.,,,,wichmann-2010,,,,
ex1243,acat1239,adà ʦi ni-ʃn-û Marìa dudî na-ʃkiʤ-ú,.,boy	REL.AN	PFV-give-3SG.PEG.N>3SG	María	avocado	IPFV-hungry-3SG.DAT.G,The boy to whom María gave the avocado (was) hungry.,,,,wichmann-2010,,,,
ex1244,acat1239,ná ni-ʃn-û Marìa adà,.,Q.INAN	PFV-give-3SG.PEG.N>3SG	María	boy,What did María give the boy?,,,,wichmann-2010,,,,
ex1245,acat1239,ʃâ ni-ʃn-û dudî adà,.,Q.AN	PFV-give-3SG.PEG.N>3SG	avocado	boy,Who gave the avocado to the boy?,,,,wichmann-2010,,,,
ex1246,acat1239,Pàwlu ni-ʦàhma men-eʔ in-ų̆ ʃabù,.,Pablo	PFV-show	REFL-3SG.N	face-3PL.POSS.N	people,Pablo showed himself to the people.,,,,wichmann-2010,,,,
ex1247,acat1239,hwą́ hmȃ marìa ni-nì bàʃi mehné mi ni-ʦahmà mehné ʃnd-ų̌,.,Juan	with	María	PFV-CAUS.AUX	nude	RECP:3PL.G	and	PFV-show	RECP:3PL.G	egg-3PL.POSS.G,Juan and María dressed each other off and showed each other their private parts.,,,,wichmann-2010,,,,
ex1248,acat1239,n-ahm-ĭ ni-ʦahma mehn-é hm-ųʔ,.,DEF-be.two-ABS.3PL.G	PFV-show	REFL-3PL.G	with-1SG.ABS,The two showed each other to me.,,,,wichmann-2010,,,,
ex1249,acat1239,ma-mbày-ó,.,FUT-sell-3SG.N.PEG>3SG,She will sell it to him.,,,,wichmann-2010,,,,
ex1250,acat1239,ma-ŋgohw-é,.,FUT-sell-3SG.G.ERG,She will sell it.,,,,wichmann-2010,,,,
ex1251,acat1239,hwą́ ni-ʃn-ų̆ lapi-û mbambâ ʦi na-ʔni ahmá,.,Juan	PFV-give-3SG.G.PEG>3PL	pencil-POSS.3PL.N	every	REL.AN	IPFV-make.3SG.N.ERG	twiner,Juan gave hisi pencil to everyi student.,,,"‘Student’ or ‘pupil’ is expressed as a relative clause: ‘(one who) makes twiner’. The basic meaning of the term is ‘one who prays’, a coinage which goes back to times when the only education was religious education. ‘To make twiner’ must originate in a description of the handling of the rosary during prayers.",wichmann-2010,,,,
ex1252,yecu1235,utun a̰n kin-ta-laa-maka-ḭ̰škḭ̰,.,3PL	go	1.OBJ-3PL.SBJ-3PL.OBJ-hand.REL-give,'They are handing them to me.',,,,mackay-1991,,,'They are handing me to them.',
ex1253,tima1241,*dúdù-í íí-suzan tàmáá dùmùrík,.,teach-HT	language-Suzan	language	Tima,teach Suzan the Tima language.,,,,dimmendaal-2010,,,,
ex1254,tima1241,ŋɨ́nʌ́ʌ̀k íídì ɘ́-yâh,.,carry	water	PREP-LOC.head,carry the water on the head,,,,dimmendaal-2010,,,,
ex1255,tima1241,ɲcʌ̀-lɛ̀m-ɪ́ɪ́-dʌ̀ ìt̪úk ŋ̀-kɨ̀lʌ́ŋìì,.,PROG-taste-HT.DAT-1SG	porridge	PREP-tongue,I am tasting the food for myself with the tongue.,,,,dimmendaal-2010,,,,
ex1256,tima1241,ɲcʌ̀-ŋ̀-kéél-dʌ̀ cɪ́mɪ̀ɪ̀ íí-hamid,.,PROG-1SG-buy-1SG:SBJ	goat	DAT-Hamid,I bought a goat for Hamid.,,,,dimmendaal-2010,,,,
ex1257,tima1241,cɪ́mɪ̀ɪ̀-lɪ́ɨ́ ɲ́-cílíí-nʌ́,.,goat-FOC	REL.1SG-sell-ERG.1SG,I am selling a goat.,,,,dimmendaal-2010,,,,
ex1258,tima1241,íí-hamid-wʌ́ ɨ́ŋ-kéél-nʌ́-ìì cɪ́mɪ̀ɪ,.,DAT-Hamid-FOC	REL.1SG-buy-ERG.1SG-DAT	goat,I buy/bought a goat for Hamid.,,,,dimmendaal-2010,,,,
